BGC_ID,BGC_cluster_ID,BGC_Prediction,BiG-SCAPE_class
T1900044536_TS20190002_bin.159.fa.c00079_T190004...region001, T1900044536_TS20190002_bin.159_T1900044536_TS20190002_bin.159_contig_000079,betalactone,Others
T1900044536_TS20190002_bin.216.fa.c00149_T190004...region001, T1900044536_TS20190002_bin.216_T1900044536_TS20190002_bin.216_contig_000149,ranthipeptide,RiPPs
T1900044536_TS20190002_bin.218.fa.c00144_T190004...region001, T1900044536_TS20190002_bin.218_T1900044536_TS20190002_bin.218_contig_000144,NRPS,NRPS
T1900044536_TS20190002_bin.230.fa.c00004_T190004...region001, T1900044536_TS20190002_bin.230_T1900044536_TS20190002_bin.230_contig_000004,ranthipeptide,RiPPs
T1900044536_TS20190002_bin.230.fa.c00015_T190004...region001, T1900044536_TS20190002_bin.230_T1900044536_TS20190002_bin.230_contig_000015,NRPS-like,NRPS
T1900044536_TS20190002_bin.230.fa.c00108_T190004...region001, T1900044536_TS20190002_bin.230_T1900044536_TS20190002_bin.230_contig_000108,betalactone,Others
T1900044536_TS20190002_bin.233.fa.c00034_T190004...region001, T1900044536_TS20190002_bin.233_T1900044536_TS20190002_bin.233_contig_000034,cyclic-lactone-autoinducer,RiPPs
T1900044536_TS20190002_bin.253.fa.c00063_T190004...region001, T1900044536_TS20190002_bin.253_T1900044536_TS20190002_bin.253_contig_000063,RRE-containing,RiPPs
T1900044536_TS20190002_bin.254.fa.c00064_T190004...region001, T1900044536_TS20190002_bin.254_T1900044536_TS20190002_bin.254_contig_000064,betalactone,Others
T1900044536_TS20190002_bin.254.fa.c00130_T190004...region001, T1900044536_TS20190002_bin.254_T1900044536_TS20190002_bin.254_contig_000130,ranthipeptide,RiPPs
T1900044536_TS20190002_bin.255.fa.c00018_T190004...region001, T1900044536_TS20190002_bin.255_T1900044536_TS20190002_bin.255_contig_000018,ranthipeptide,RiPPs
T1900044536_TS20190002_bin.255.fa.c00072_T190004...region001, T1900044536_TS20190002_bin.255_T1900044536_TS20190002_bin.255_contig_000072,RRE-containing,RiPPs
T1900044536_TS20190002_bin.289.fa.c00061_T190004...region001, T1900044536_TS20190002_bin.289_T1900044536_TS20190002_bin.289_contig_000061,betalactone,Others
T1900044536_TS20190002_bin.289.fa.c00100_T190004...region001, T1900044536_TS20190002_bin.289_T1900044536_TS20190002_bin.289_contig_000100,RRE-containing,RiPPs
T1900044536_TS20190002_bin.300.fa.c00031_T190004...region001, T1900044536_TS20190002_bin.300_T1900044536_TS20190002_bin.300_contig_000031,terpene,Terpene
T1900044536_TS20190002_bin.66.fa.c00056_T190004...region001, T1900044536_TS20190002_bin.66_T1900044536_TS20190002_bin.66_contig_000056,betalactone,Others
T1900044536_TS20190002_bin.66.fa.c00101_T190004...region001, T1900044536_TS20190002_bin.66_T1900044536_TS20190002_bin.66_contig_000101,RRE-containing,RiPPs
T1900044537_TS20190003_bin.10.fa.c00012_T190004...region001, T1900044537_TS20190003_bin.10_T1900044537_TS20190003_bin.10_contig_000012,RRE-containing.cyclic-lactone-autoinducer,RiPPs
T1900044537_TS20190003_bin.10.fa.c00023_T190004...region001, T1900044537_TS20190003_bin.10_T1900044537_TS20190003_bin.10_contig_000023,RRE-containing,RiPPs
T1900044537_TS20190003_bin.115.fa.c00125_T190004...region001, T1900044537_TS20190003_bin.115_T1900044537_TS20190003_bin.115_contig_000125,ranthipeptide,RiPPs
T1900044537_TS20190003_bin.132.fa.c00037_T190004...region001, T1900044537_TS20190003_bin.132_T1900044537_TS20190003_bin.132_contig_000037,ranthipeptide,RiPPs
T1900044537_TS20190003_bin.132.fa.c00106_T190004...region001, T1900044537_TS20190003_bin.132_T1900044537_TS20190003_bin.132_contig_000106,betalactone,Others
T1900044537_TS20190003_bin.157.fa.c00118_T190004...region001, T1900044537_TS20190003_bin.157_T1900044537_TS20190003_bin.157_contig_000118,ranthipeptide,RiPPs
T1900044537_TS20190003_bin.157.fa.c00138_T190004...region001, T1900044537_TS20190003_bin.157_T1900044537_TS20190003_bin.157_contig_000138,betalactone,Others
T1900044537_TS20190003_bin.178.fa.c00048_T190004...region001, T1900044537_TS20190003_bin.178_T1900044537_TS20190003_bin.178_contig_000048,RRE-containing,RiPPs
T1900044537_TS20190003_bin.178.fa.c00107_T190004...region001, T1900044537_TS20190003_bin.178_T1900044537_TS20190003_bin.178_contig_000107,ranthipeptide,RiPPs
T1900044537_TS20190003_bin.198.fa.c00005_T190004...region001, T1900044537_TS20190003_bin.198_T1900044537_TS20190003_bin.198_contig_000005,ranthipeptide,RiPPs
T1900044537_TS20190003_bin.198.fa.c00050_T190004...region001, T1900044537_TS20190003_bin.198_T1900044537_TS20190003_bin.198_contig_000050,RRE-containing,RiPPs
T1900044537_TS20190003_bin.219.fa.c00076_T190004...region001, T1900044537_TS20190003_bin.219_T1900044537_TS20190003_bin.219_contig_000076,ranthipeptide,RiPPs
T1900044537_TS20190003_bin.24.fa.c00023_T190004...region001, T1900044537_TS20190003_bin.24_T1900044537_TS20190003_bin.24_contig_000023,RRE-containing,RiPPs
T1900044537_TS20190003_bin.24.fa.c00332_T190004...region001, T1900044537_TS20190003_bin.24_T1900044537_TS20190003_bin.24_contig_000332,ranthipeptide,RiPPs
T1900044537_TS20190003_bin.262.fa.c00036_T190004...region001, T1900044537_TS20190003_bin.262_T1900044537_TS20190003_bin.262_contig_000036,RRE-containing,RiPPs
T1900044537_TS20190003_bin.262.fa.c00248_T190004...region001, T1900044537_TS20190003_bin.262_T1900044537_TS20190003_bin.262_contig_000248,NRPS-like,NRPS
T1900044537_TS20190003_bin.262.fa.c00251_T190004...region001, T1900044537_TS20190003_bin.262_T1900044537_TS20190003_bin.262_contig_000251,cyclic-lactone-autoinducer,RiPPs
T1900044537_TS20190003_bin.262.fa.c00275_T190004...region001, T1900044537_TS20190003_bin.262_T1900044537_TS20190003_bin.262_contig_000275,ranthipeptide,RiPPs
T1900044537_TS20190003_bin.262.fa.c00282_T190004...region001, T1900044537_TS20190003_bin.262_T1900044537_TS20190003_bin.262_contig_000282,RRE-containing,RiPPs
T1900044537_TS20190003_bin.262.fa.c00343_T190004...region001, T1900044537_TS20190003_bin.262_T1900044537_TS20190003_bin.262_contig_000343,ranthipeptide,RiPPs
T1900044537_TS20190003_bin.266.fa.c00002_T190004...region001, T1900044537_TS20190003_bin.266_T1900044537_TS20190003_bin.266_contig_000002,ranthipeptide,RiPPs
T1900044537_TS20190003_bin.266.fa.c00040_T190004...region001, T1900044537_TS20190003_bin.266_T1900044537_TS20190003_bin.266_contig_000040,RRE-containing,RiPPs
T1900044537_TS20190003_bin.266.fa.c00059_T190004...region001, T1900044537_TS20190003_bin.266_T1900044537_TS20190003_bin.266_contig_000059,betalactone,Others
T1900044537_TS20190003_bin.266.fa.c00069_T190004...region001, T1900044537_TS20190003_bin.266_T1900044537_TS20190003_bin.266_contig_000069,RRE-containing,RiPPs
T1900044537_TS20190003_bin.266.fa.c00076_T190004...region001, T1900044537_TS20190003_bin.266_T1900044537_TS20190003_bin.266_contig_000076,RRE-containing,RiPPs
T1900044537_TS20190003_bin.292.fa.c00032_T190004...region001, T1900044537_TS20190003_bin.292_T1900044537_TS20190003_bin.292_contig_000032,betalactone,Others
T1900044537_TS20190003_bin.292.fa.c00095_T190004...region001, T1900044537_TS20190003_bin.292_T1900044537_TS20190003_bin.292_contig_000095,RRE-containing,RiPPs
T1900044537_TS20190003_bin.353.fa.c00139_T190004...region001, T1900044537_TS20190003_bin.353_T1900044537_TS20190003_bin.353_contig_000139,RRE-containing,RiPPs
T1900044537_TS20190003_bin.353.fa.c00203_T190004...region001, T1900044537_TS20190003_bin.353_T1900044537_TS20190003_bin.353_contig_000203,RRE-containing,RiPPs
T1900044537_TS20190003_bin.353.fa.c00337_T190004...region001, T1900044537_TS20190003_bin.353_T1900044537_TS20190003_bin.353_contig_000337,betalactone,Others
T1900044537_TS20190003_bin.353.fa.c00368_T190004...region001, T1900044537_TS20190003_bin.353_T1900044537_TS20190003_bin.353_contig_000368,RRE-containing,RiPPs
T1900044537_TS20190003_bin.353.fa.c00410_T190004...region001, T1900044537_TS20190003_bin.353_T1900044537_TS20190003_bin.353_contig_000410,RRE-containing,RiPPs
T1900044537_TS20190003_bin.353.fa.c00443_T190004...region001, T1900044537_TS20190003_bin.353_T1900044537_TS20190003_bin.353_contig_000443,ranthipeptide,RiPPs
T1900044537_TS20190003_bin.353.fa.c00565_T190004...region001, T1900044537_TS20190003_bin.353_T1900044537_TS20190003_bin.353_contig_000565,RRE-containing,RiPPs
T1900044537_TS20190003_bin.385.fa.c00248_T190004...region001, T1900044537_TS20190003_bin.385_T1900044537_TS20190003_bin.385_contig_000248,betalactone,Others
T1900044537_TS20190003_bin.390.fa.c00178_T190004...region001, T1900044537_TS20190003_bin.390_T1900044537_TS20190003_bin.390_contig_000178,NRPS-like,NRPS
T1900044537_TS20190003_bin.396.fa.c00211_T190004...region001, T1900044537_TS20190003_bin.396_T1900044537_TS20190003_bin.396_contig_000211,ranthipeptide,RiPPs
T1900044537_TS20190003_bin.396.fa.c00258_T190004...region001, T1900044537_TS20190003_bin.396_T1900044537_TS20190003_bin.396_contig_000258,NRPS,NRPS
T1900044537_TS20190003_bin.396.fa.c00270_T190004...region001, T1900044537_TS20190003_bin.396_T1900044537_TS20190003_bin.396_contig_000270,NRPS-like,NRPS
T1900044537_TS20190003_bin.399.fa.c00046_T190004...region001, T1900044537_TS20190003_bin.399_T1900044537_TS20190003_bin.399_contig_000046,RRE-containing,RiPPs
T1900044537_TS20190003_bin.399.fa.c00100_T190004...region001, T1900044537_TS20190003_bin.399_T1900044537_TS20190003_bin.399_contig_000100,ranthipeptide,RiPPs
T1900044537_TS20190003_bin.399.fa.c00175_T190004...region001, T1900044537_TS20190003_bin.399_T1900044537_TS20190003_bin.399_contig_000175,RRE-containing,RiPPs
T1900044537_TS20190003_bin.48.fa.c00009_T190004...region001, T1900044537_TS20190003_bin.48_T1900044537_TS20190003_bin.48_contig_000009,ranthipeptide,RiPPs
T1900044537_TS20190003_bin.48.fa.c00259_T190004...region001, T1900044537_TS20190003_bin.48_T1900044537_TS20190003_bin.48_contig_000259,RRE-containing,RiPPs
T1900044537_TS20190003_bin.90.fa.c00078_T190004...region001, T1900044537_TS20190003_bin.90_T1900044537_TS20190003_bin.90_contig_000078,ranthipeptide,RiPPs
T1900044537_TS20190003_bin.90.fa.c00376_T190004...region001, T1900044537_TS20190003_bin.90_T1900044537_TS20190003_bin.90_contig_000376,NRPS-like,NRPS
T1900044538_TS20190004_bin.135.fa.c00854_T190004...region001, T1900044538_TS20190004_bin.135_T1900044538_TS20190004_bin.135_contig_000854,betalactone,Others
T1900044538_TS20190004_bin.138.fa.c00001_T190004...region001, T1900044538_TS20190004_bin.138_T1900044538_TS20190004_bin.138_contig_000001,ranthipeptide,RiPPs
T1900044538_TS20190004_bin.138.fa.c00022_T190004...region001, T1900044538_TS20190004_bin.138_T1900044538_TS20190004_bin.138_contig_000022,RRE-containing,RiPPs
T1900044538_TS20190004_bin.138.fa.c00069_T190004...region001, T1900044538_TS20190004_bin.138_T1900044538_TS20190004_bin.138_contig_000069,betalactone,Others
T1900044538_TS20190004_bin.177.fa.c00022_T190004...region001, T1900044538_TS20190004_bin.177_T1900044538_TS20190004_bin.177_contig_000022,RRE-containing,RiPPs
T1900044538_TS20190004_bin.177.fa.c00023_T190004...region001, T1900044538_TS20190004_bin.177_T1900044538_TS20190004_bin.177_contig_000023,arylpolyene,Others
T1900044538_TS20190004_bin.24.fa.c00206_T190004...region001, T1900044538_TS20190004_bin.24_T1900044538_TS20190004_bin.24_contig_000206,betalactone,Others
T1900044538_TS20190004_bin.43.fa.c00367_T190004...region001, T1900044538_TS20190004_bin.43_T1900044538_TS20190004_bin.43_contig_000367,betalactone,Others
T1900044538_TS20190004_bin.43.fa.c00415_T190004...region001, T1900044538_TS20190004_bin.43_T1900044538_TS20190004_bin.43_contig_000415,ranthipeptide,RiPPs
T1900044538_TS20190004_bin.43.fa.c00474_T190004...region001, T1900044538_TS20190004_bin.43_T1900044538_TS20190004_bin.43_contig_000474,RRE-containing,RiPPs
T1900044538_TS20190004_bin.61.fa.c00023_T190004...region001, T1900044538_TS20190004_bin.61_T1900044538_TS20190004_bin.61_contig_000023,RRE-containing,RiPPs
T1900044538_TS20190004_bin.61.fa.c00060_T190004...region001, T1900044538_TS20190004_bin.61_T1900044538_TS20190004_bin.61_contig_000060,betalactone,Others
T1900044538_TS20190004_bin.61.fa.c00061_T190004...region001, T1900044538_TS20190004_bin.61_T1900044538_TS20190004_bin.61_contig_000061,betalactone,Others
T1900044538_TS20190004_bin.61.fa.c00087_T190004...region001, T1900044538_TS20190004_bin.61_T1900044538_TS20190004_bin.61_contig_000087,ranthipeptide,RiPPs
T1900044538_TS20190004_bin.61.fa.c00103_T190004...region001, T1900044538_TS20190004_bin.61_T1900044538_TS20190004_bin.61_contig_000103,NRPS-like,NRPS
T1900044539_TS20190005_bin.105.fa.c00347_T190004...region001, T1900044539_TS20190005_bin.105_T1900044539_TS20190005_bin.105_contig_000347,RRE-containing,RiPPs
T1900044539_TS20190005_bin.123.fa.c00115_T190004...region001, T1900044539_TS20190005_bin.123_T1900044539_TS20190005_bin.123_contig_000115,RRE-containing,RiPPs
T1900044539_TS20190005_bin.123.fa.c00136_T190004...region001, T1900044539_TS20190005_bin.123_T1900044539_TS20190005_bin.123_contig_000136,ranthipeptide,RiPPs
T1900044539_TS20190005_bin.21.fa.c00013_T190004...region001, T1900044539_TS20190005_bin.21_T1900044539_TS20190005_bin.21_contig_000013,arylpolyene,Others
T1900044539_TS20190005_bin.77.fa.c00020_T190004...region001, T1900044539_TS20190005_bin.77_T1900044539_TS20190005_bin.77_contig_000020,cyclic-lactone-autoinducer,RiPPs
T1900044539_TS20190005_bin.77.fa.c00068_T190004...region001, T1900044539_TS20190005_bin.77_T1900044539_TS20190005_bin.77_contig_000068,NRPS,NRPS
T1900044539_TS20190005_bin.98.fa.c00050_T190004...region001, T1900044539_TS20190005_bin.98_T1900044539_TS20190005_bin.98_contig_000050,ranthipeptide,RiPPs
T1900044539_TS20190005_bin.98.fa.c00076_T190004...region001, T1900044539_TS20190005_bin.98_T1900044539_TS20190005_bin.98_contig_000076,betalactone,Others
T1900044540_TS20190006_bin.12.fa.c00113_T190004...region001, T1900044540_TS20190006_bin.12_T1900044540_TS20190006_bin.12_contig_000113,betalactone,Others
T1900044540_TS20190006_bin.12.fa.c00130_T190004...region001, T1900044540_TS20190006_bin.12_T1900044540_TS20190006_bin.12_contig_000130,RRE-containing,RiPPs
T1900044540_TS20190006_bin.12.fa.c00148_T190004...region001, T1900044540_TS20190006_bin.12_T1900044540_TS20190006_bin.12_contig_000148,betalactone,Others
T1900044540_TS20190006_bin.124.fa.c00143_T190004...region001, T1900044540_TS20190006_bin.124_T1900044540_TS20190006_bin.124_contig_000143,ranthipeptide,RiPPs
T1900044540_TS20190006_bin.124.fa.c00185_T190004...region001, T1900044540_TS20190006_bin.124_T1900044540_TS20190006_bin.124_contig_000185,RRE-containing,RiPPs
T1900044540_TS20190006_bin.167.fa.c00097_T190004...region001, T1900044540_TS20190006_bin.167_T1900044540_TS20190006_bin.167_contig_000097,betalactone,Others
T1900044540_TS20190006_bin.167.fa.c00166_T190004...region001, T1900044540_TS20190006_bin.167_T1900044540_TS20190006_bin.167_contig_000166,RRE-containing,RiPPs
T1900044540_TS20190006_bin.190.fa.c00313_T190004...region001, T1900044540_TS20190006_bin.190_T1900044540_TS20190006_bin.190_contig_000313,ranthipeptide,RiPPs
T1900044540_TS20190006_bin.191.fa.c00026_T190004...region001, T1900044540_TS20190006_bin.191_T1900044540_TS20190006_bin.191_contig_000026,RRE-containing,RiPPs
T1900044540_TS20190006_bin.191.fa.c00029_T190004...region001, T1900044540_TS20190006_bin.191_T1900044540_TS20190006_bin.191_contig_000029,RRE-containing,RiPPs
T1900044540_TS20190006_bin.191.fa.c00052_T190004...region001, T1900044540_TS20190006_bin.191_T1900044540_TS20190006_bin.191_contig_000052,betalactone,Others
T1900044540_TS20190006_bin.191.fa.c00105_T190004...region001, T1900044540_TS20190006_bin.191_T1900044540_TS20190006_bin.191_contig_000105,RRE-containing,RiPPs
T1900044540_TS20190006_bin.207.fa.c00009_T190004...region001, T1900044540_TS20190006_bin.207_T1900044540_TS20190006_bin.207_contig_000009,RRE-containing,RiPPs
T1900044540_TS20190006_bin.209.fa.c00186_T190004...region001, T1900044540_TS20190006_bin.209_T1900044540_TS20190006_bin.209_contig_000186,terpene,Terpene
T1900044540_TS20190006_bin.209.fa.c00271_T190004...region001, T1900044540_TS20190006_bin.209_T1900044540_TS20190006_bin.209_contig_000271,T1PKS,PKSI
T1900044540_TS20190006_bin.209.fa.c00389_T190004...region001, T1900044540_TS20190006_bin.209_T1900044540_TS20190006_bin.209_contig_000389,terpene,Terpene
T1900044540_TS20190006_bin.221.fa.c00211_T190004...region001, T1900044540_TS20190006_bin.221_T1900044540_TS20190006_bin.221_contig_000211,ranthipeptide,RiPPs
T1900044540_TS20190006_bin.221.fa.c00295_T190004...region001, T1900044540_TS20190006_bin.221_T1900044540_TS20190006_bin.221_contig_000295,RRE-containing,RiPPs
T1900044540_TS20190006_bin.278.fa.c00046_T190004...region001, T1900044540_TS20190006_bin.278_T1900044540_TS20190006_bin.278_contig_000046,cyclic-lactone-autoinducer,RiPPs
T1900044540_TS20190006_bin.278.fa.c00083_T190004...region001, T1900044540_TS20190006_bin.278_T1900044540_TS20190006_bin.278_contig_000083,betalactone,Others
T1900044540_TS20190006_bin.278.fa.c00092_T190004...region001, T1900044540_TS20190006_bin.278_T1900044540_TS20190006_bin.278_contig_000092,ranthipeptide,RiPPs
T1900044540_TS20190006_bin.283.fa.c00184_T190004...region001, T1900044540_TS20190006_bin.283_T1900044540_TS20190006_bin.283_contig_000184,NRPS,NRPS
T1900044540_TS20190006_bin.283.fa.c00412_T190004...region001, T1900044540_TS20190006_bin.283_T1900044540_TS20190006_bin.283_contig_000412,NRPS,NRPS
T1900044540_TS20190006_bin.283.fa.c00429_T190004...region001, T1900044540_TS20190006_bin.283_T1900044540_TS20190006_bin.283_contig_000429,NRPS,NRPS
T1900044540_TS20190006_bin.303.fa.c00058_T190004...region001, T1900044540_TS20190006_bin.303_T1900044540_TS20190006_bin.303_contig_000058,RRE-containing,RiPPs
T1900044540_TS20190006_bin.315.fa.c00035_T190004...region001, T1900044540_TS20190006_bin.315_T1900044540_TS20190006_bin.315_contig_000035,ranthipeptide,RiPPs
T1900044540_TS20190006_bin.323.fa.c00013_T190004...region001, T1900044540_TS20190006_bin.323_T1900044540_TS20190006_bin.323_contig_000013,lassopeptide,RiPPs
T1900044540_TS20190006_bin.323.fa.c00014_T190004...region001, T1900044540_TS20190006_bin.323_T1900044540_TS20190006_bin.323_contig_000014,betalactone,Others
T1900044540_TS20190006_bin.323.fa.c00017_T190004...region001, T1900044540_TS20190006_bin.323_T1900044540_TS20190006_bin.323_contig_000017,NRPS-like,NRPS
T1900044540_TS20190006_bin.323.fa.c00025_T190004...region001, T1900044540_TS20190006_bin.323_T1900044540_TS20190006_bin.323_contig_000025,lassopeptide,RiPPs
T1900044540_TS20190006_bin.323.fa.c00054_T190004...region001, T1900044540_TS20190006_bin.323_T1900044540_TS20190006_bin.323_contig_000054,ranthipeptide,RiPPs
T1900044540_TS20190006_bin.323.fa.c00058_T190004...region001, T1900044540_TS20190006_bin.323_T1900044540_TS20190006_bin.323_contig_000058,RRE-containing.lanthipeptide-class-ii,RiPPs
T1900044540_TS20190006_bin.323.fa.c00101_T190004...region001, T1900044540_TS20190006_bin.323_T1900044540_TS20190006_bin.323_contig_000101,NRPS-like,NRPS
T1900044540_TS20190006_bin.324.fa.c00021_T190004...region001, T1900044540_TS20190006_bin.324_T1900044540_TS20190006_bin.324_contig_000021,NRPS-like,NRPS
T1900044540_TS20190006_bin.324.fa.c00202_T190004...region001, T1900044540_TS20190006_bin.324_T1900044540_TS20190006_bin.324_contig_000202,ranthipeptide,RiPPs
T1900044540_TS20190006_bin.43.fa.c00001_T190004...region001, T1900044540_TS20190006_bin.43_T1900044540_TS20190006_bin.43_contig_000001,ranthipeptide,RiPPs
T1900044540_TS20190006_bin.43.fa.c00025_T190004...region001, T1900044540_TS20190006_bin.43_T1900044540_TS20190006_bin.43_contig_000025,betalactone,Others
T1900044540_TS20190006_bin.43.fa.c00050_T190004...region001, T1900044540_TS20190006_bin.43_T1900044540_TS20190006_bin.43_contig_000050,RRE-containing,RiPPs
T1900044540_TS20190006_bin.89.fa.c00008_T190004...region001, T1900044540_TS20190006_bin.89_T1900044540_TS20190006_bin.89_contig_000008,ranthipeptide,RiPPs
T1900044540_TS20190006_bin.89.fa.c00029_T190004...region001, T1900044540_TS20190006_bin.89_T1900044540_TS20190006_bin.89_contig_000029,RRE-containing,RiPPs
T1900044540_TS20190006_bin.89.fa.c00061_T190004...region001, T1900044540_TS20190006_bin.89_T1900044540_TS20190006_bin.89_contig_000061,ranthipeptide,RiPPs
T1900044540_TS20190006_bin.89.fa.c00062_T190004...region001, T1900044540_TS20190006_bin.89_T1900044540_TS20190006_bin.89_contig_000062,betalactone,Others
T1900044540_TS20190006_bin.95.fa.c00010_T190004...region001, T1900044540_TS20190006_bin.95_T1900044540_TS20190006_bin.95_contig_000010,ranthipeptide,RiPPs
T1900044540_TS20190006_bin.95.fa.c00021_T190004...region001, T1900044540_TS20190006_bin.95_T1900044540_TS20190006_bin.95_contig_000021,NRPS-like,NRPS
T1900044540_TS20190006_bin.95.fa.c00061_T190004...region001, T1900044540_TS20190006_bin.95_T1900044540_TS20190006_bin.95_contig_000061,RRE-containing,RiPPs
T1900044541_TS20190007_bin.156.fa.c00059_T190004...region001, T1900044541_TS20190007_bin.156_T1900044541_TS20190007_bin.156_contig_000059,RiPP-like,RiPPs
T1900044541_TS20190007_bin.17.fa.c00114_T190004...region001, T1900044541_TS20190007_bin.17_T1900044541_TS20190007_bin.17_contig_000114,RRE-containing,RiPPs
T1900044541_TS20190007_bin.17.fa.c00289_T190004...region001, T1900044541_TS20190007_bin.17_T1900044541_TS20190007_bin.17_contig_000289,ranthipeptide,RiPPs
