BGC_ID,BGC_cluster_ID,BGC_Prediction,BiG-SCAPE_class
T1900044949_TA20190002_bin.140.fa.c00128_T190004...region001, T1900044949_TA20190002_bin.140_T1900044949_TA20190002_bin.140_contig_000128,arylpolyene,Others
T1900044949_TA20190002_bin.177.fa.c00008_T190004...region001, T1900044949_TA20190002_bin.177_T1900044949_TA20190002_bin.177_contig_000008,terpene,Terpene
T1900044949_TA20190002_bin.200.fa.c00003_T190004...region001, T1900044949_TA20190002_bin.200_T1900044949_TA20190002_bin.200_contig_000003,NRPS-like,NRPS
T1900044949_TA20190002_bin.200.fa.c00007_T190004...region001, T1900044949_TA20190002_bin.200_T1900044949_TA20190002_bin.200_contig_000007,arylpolyene,Others
T1900044949_TA20190002_bin.200.fa.c00024_T190004...region001, T1900044949_TA20190002_bin.200_T1900044949_TA20190002_bin.200_contig_000024,arylpolyene,Others
T1900044949_TA20190002_bin.200.fa.c00032_T190004...region001, T1900044949_TA20190002_bin.200_T1900044949_TA20190002_bin.200_contig_000032,RRE-containing,RiPPs
T1900044949_TA20190002_bin.223.fa.c00012_T190004...region001, T1900044949_TA20190002_bin.223_T1900044949_TA20190002_bin.223_contig_000012,NRPS-like,NRPS
T1900044949_TA20190002_bin.223.fa.c00039_T190004...region001, T1900044949_TA20190002_bin.223_T1900044949_TA20190002_bin.223_contig_000039,terpene,Terpene
T1900044949_TA20190002_bin.223.fa.c00064_T190004...region001, T1900044949_TA20190002_bin.223_T1900044949_TA20190002_bin.223_contig_000064,arylpolyene,Others
T1900044949_TA20190002_bin.223.fa.c00075_T190004...region001, T1900044949_TA20190002_bin.223_T1900044949_TA20190002_bin.223_contig_000075,arylpolyene,Others
T1900044949_TA20190002_bin.223.fa.c00076_T190004...region001, T1900044949_TA20190002_bin.223_T1900044949_TA20190002_bin.223_contig_000076,RRE-containing,RiPPs
T1900044949_TA20190002_bin.405.fa.c00055_T190004...region001, T1900044949_TA20190002_bin.405_T1900044949_TA20190002_bin.405_contig_000055,arylpolyene,Others
T1900044949_TA20190002_bin.55.fa.c00141_T190004...region001, T1900044949_TA20190002_bin.55_T1900044949_TA20190002_bin.55_contig_000141,betalactone,Others
T1900044950_TA20190003_bin.117.fa.c00168_T190004...region001, T1900044950_TA20190003_bin.117_T1900044950_TA20190003_bin.117_contig_000168,NRPS,NRPS
T1900044950_TA20190003_bin.117.fa.c00214_T190004...region001, T1900044950_TA20190003_bin.117_T1900044950_TA20190003_bin.117_contig_000214,NRPS-like,NRPS
T1900044950_TA20190003_bin.117.fa.c00339_T190004...region001, T1900044950_TA20190003_bin.117_T1900044950_TA20190003_bin.117_contig_000339,terpene,Terpene
T1900044950_TA20190003_bin.188.fa.c00022_T190004...region001, T1900044950_TA20190003_bin.188_T1900044950_TA20190003_bin.188_contig_000022,ranthipeptide,RiPPs
T1900044950_TA20190003_bin.188.fa.c00042_T190004...region001, T1900044950_TA20190003_bin.188_T1900044950_TA20190003_bin.188_contig_000042,NRPS-like,NRPS
T1900044950_TA20190003_bin.188.fa.c00055_T190004...region001, T1900044950_TA20190003_bin.188_T1900044950_TA20190003_bin.188_contig_000055,RRE-containing,RiPPs
T1900044950_TA20190003_bin.287.fa.c00026_T190004...region001, T1900044950_TA20190003_bin.287_T1900044950_TA20190003_bin.287_contig_000026,terpene,Terpene
T1900044950_TA20190003_bin.287.fa.c00133_T190004...region001, T1900044950_TA20190003_bin.287_T1900044950_TA20190003_bin.287_contig_000133,RRE-containing,RiPPs
T1900044950_TA20190003_bin.287.fa.c00144_T190004...region001, T1900044950_TA20190003_bin.287_T1900044950_TA20190003_bin.287_contig_000144,RRE-containing,RiPPs
T1900044950_TA20190003_bin.287.fa.c00149_T190004...region001, T1900044950_TA20190003_bin.287_T1900044950_TA20190003_bin.287_contig_000149,NRPS-like,NRPS
T1900044950_TA20190003_bin.287.fa.c00150_T190004...region001, T1900044950_TA20190003_bin.287_T1900044950_TA20190003_bin.287_contig_000150,NRPS-like.betalactone,Others
T1900044950_TA20190003_bin.426.fa.c00029_T190004...region001, T1900044950_TA20190003_bin.426_T1900044950_TA20190003_bin.426_contig_000029,arylpolyene,Others
T1900044950_TA20190003_bin.426.fa.c00044_T190004...region001, T1900044950_TA20190003_bin.426_T1900044950_TA20190003_bin.426_contig_000044,arylpolyene,Others
T1900044950_TA20190003_bin.426.fa.c00053_T190004...region001, T1900044950_TA20190003_bin.426_T1900044950_TA20190003_bin.426_contig_000053,NRPS-like,NRPS
T1900044950_TA20190003_bin.426.fa.c00076_T190004...region001, T1900044950_TA20190003_bin.426_T1900044950_TA20190003_bin.426_contig_000076,RRE-containing,RiPPs
T1900044950_TA20190003_bin.51.fa.c00100_T190004...region001, T1900044950_TA20190003_bin.51_T1900044950_TA20190003_bin.51_contig_000100,arylpolyene,Others
T1900044950_TA20190003_bin.51.fa.c00121_T190004...region001, T1900044950_TA20190003_bin.51_T1900044950_TA20190003_bin.51_contig_000121,arylpolyene,Others
T1900044951_TA20190004_bin.108.fa.c00003_T190004...region001, T1900044951_TA20190004_bin.108_T1900044951_TA20190004_bin.108_contig_000003,ranthipeptide.proteusin.RiPP-like,RiPPs
T1900044951_TA20190004_bin.108.fa.c00005_T190004...region001, T1900044951_TA20190004_bin.108_T1900044951_TA20190004_bin.108_contig_000005,ranthipeptide,RiPPs
T1900044951_TA20190004_bin.108.fa.c00025_T190004...region001, T1900044951_TA20190004_bin.108_T1900044951_TA20190004_bin.108_contig_000025,NRPS,NRPS
T1900044951_TA20190004_bin.108.fa.c00026_T190004...region001, T1900044951_TA20190004_bin.108_T1900044951_TA20190004_bin.108_contig_000026,arylpolyene,Others
T1900044951_TA20190004_bin.122.fa.c00004_T190004...region001, T1900044951_TA20190004_bin.122_T1900044951_TA20190004_bin.122_contig_000004,NRPS,NRPS
T1900044951_TA20190004_bin.122.fa.c00040_T190004...region001, T1900044951_TA20190004_bin.122_T1900044951_TA20190004_bin.122_contig_000040,RRE-containing,RiPPs
T1900044951_TA20190004_bin.122.fa.c00044_T190004...region001, T1900044951_TA20190004_bin.122_T1900044951_TA20190004_bin.122_contig_000044,terpene,Terpene
T1900044951_TA20190004_bin.122.fa.c00048_T190004...region001, T1900044951_TA20190004_bin.122_T1900044951_TA20190004_bin.122_contig_000048,NRPS,NRPS
T1900044951_TA20190004_bin.122.fa.c00072_T190004...region001, T1900044951_TA20190004_bin.122_T1900044951_TA20190004_bin.122_contig_000072,arylpolyene,Others
T1900044951_TA20190004_bin.122.fa.c00077_T190004...region001, T1900044951_TA20190004_bin.122_T1900044951_TA20190004_bin.122_contig_000077,NRPS-like,NRPS
T1900044951_TA20190004_bin.158.fa.c00038_T190004...region001, T1900044951_TA20190004_bin.158_T1900044951_TA20190004_bin.158_contig_000038,arylpolyene,Others
T1900044951_TA20190004_bin.158.fa.c00039_T190004...region001, T1900044951_TA20190004_bin.158_T1900044951_TA20190004_bin.158_contig_000039,arylpolyene,Others
T1900044951_TA20190004_bin.184.fa.c00024_T190004...region001, T1900044951_TA20190004_bin.184_T1900044951_TA20190004_bin.184_contig_000024,RRE-containing,RiPPs
T1900044951_TA20190004_bin.184.fa.c00098_T190004...region001, T1900044951_TA20190004_bin.184_T1900044951_TA20190004_bin.184_contig_000098,betalactone,Others
T1900044951_TA20190004_bin.369.fa.c00040_T190004...region001, T1900044951_TA20190004_bin.369_T1900044951_TA20190004_bin.369_contig_000040,RRE-containing,RiPPs
T1900044951_TA20190004_bin.369.fa.c00102_T190004...region001, T1900044951_TA20190004_bin.369_T1900044951_TA20190004_bin.369_contig_000102,NRPS,NRPS
T1900044951_TA20190004_bin.369.fa.c00128_T190004...region001, T1900044951_TA20190004_bin.369_T1900044951_TA20190004_bin.369_contig_000128,NRPS,NRPS
T1900044951_TA20190004_bin.370.fa.c00158_T190004...region001, T1900044951_TA20190004_bin.370_T1900044951_TA20190004_bin.370_contig_000158,NRPS-like,NRPS
T1900044951_TA20190004_bin.370.fa.c00167_T190004...region001, T1900044951_TA20190004_bin.370_T1900044951_TA20190004_bin.370_contig_000167,ranthipeptide,RiPPs
T1900044951_TA20190004_bin.370.fa.c00230_T190004...region001, T1900044951_TA20190004_bin.370_T1900044951_TA20190004_bin.370_contig_000230,NRPS-like,NRPS
T1900044951_TA20190004_bin.386.fa.c00014_T190004...region001, T1900044951_TA20190004_bin.386_T1900044951_TA20190004_bin.386_contig_000014,RRE-containing,RiPPs
T1900044951_TA20190004_bin.386.fa.c00064_T190004...region001, T1900044951_TA20190004_bin.386_T1900044951_TA20190004_bin.386_contig_000064,ranthipeptide,RiPPs
T1900044951_TA20190004_bin.409.fa.c00270_T190004...region001, T1900044951_TA20190004_bin.409_T1900044951_TA20190004_bin.409_contig_000270,arylpolyene,Others
T1900044951_TA20190004_bin.409.fa.c00338_T190004...region001, T1900044951_TA20190004_bin.409_T1900044951_TA20190004_bin.409_contig_000338,arylpolyene,Others
T1900044951_TA20190004_bin.419.fa.c00049_T190004...region001, T1900044951_TA20190004_bin.419_T1900044951_TA20190004_bin.419_contig_000049,NRPS,NRPS
T1900044951_TA20190004_bin.419.fa.c00053_T190004...region001, T1900044951_TA20190004_bin.419_T1900044951_TA20190004_bin.419_contig_000053,RRE-containing,RiPPs
T1900044951_TA20190004_bin.50.fa.c00005_T190004...region001, T1900044951_TA20190004_bin.50_T1900044951_TA20190004_bin.50_contig_000005,NRPS-like,NRPS
T1900044951_TA20190004_bin.50.fa.c00036_T190004...region001, T1900044951_TA20190004_bin.50_T1900044951_TA20190004_bin.50_contig_000036,NRPS-like.NRPS,NRPS
T1900044951_TA20190004_bin.68.fa.c00054_T190004...region001, T1900044951_TA20190004_bin.68_T1900044951_TA20190004_bin.68_contig_000054,RRE-containing,RiPPs
T1900044951_TA20190004_bin.68.fa.c00117_T190004...region001, T1900044951_TA20190004_bin.68_T1900044951_TA20190004_bin.68_contig_000117,RRE-containing,RiPPs
T1900044951_TA20190004_bin.68.fa.c00202_T190004...region001, T1900044951_TA20190004_bin.68_T1900044951_TA20190004_bin.68_contig_000202,NRPS,NRPS
T1900044951_TA20190004_bin.68.fa.c00203_T190004...region001, T1900044951_TA20190004_bin.68_T1900044951_TA20190004_bin.68_contig_000203,betalactone,Others
T1900044951_TA20190004_bin.68.fa.c00257_T190004...region001, T1900044951_TA20190004_bin.68_T1900044951_TA20190004_bin.68_contig_000257,ranthipeptide,RiPPs
T1900044951_TA20190004_bin.68.fa.c00266_T190004...region001, T1900044951_TA20190004_bin.68_T1900044951_TA20190004_bin.68_contig_000266,RRE-containing,RiPPs
T1900044952_TA20190005_bin.142.fa.c00081_T190004...region001, T1900044952_TA20190005_bin.142_T1900044952_TA20190005_bin.142_contig_000081,betalactone,Others
T1900044952_TA20190005_bin.145.fa.c00095_T190004...region001, T1900044952_TA20190005_bin.145_T1900044952_TA20190005_bin.145_contig_000095,RRE-containing,RiPPs
T1900044952_TA20190005_bin.315.fa.c00187_T190004...region001, T1900044952_TA20190005_bin.315_T1900044952_TA20190005_bin.315_contig_000187,NRPS-like,NRPS
T1900044952_TA20190005_bin.315.fa.c00228_T190004...region001, T1900044952_TA20190005_bin.315_T1900044952_TA20190005_bin.315_contig_000228,arylpolyene,Others
T1900044952_TA20190005_bin.315.fa.c00429_T190004...region001, T1900044952_TA20190005_bin.315_T1900044952_TA20190005_bin.315_contig_000429,arylpolyene,Others
T1900044953_TA20190006_bin.168.fa.c00168_T190004...region001, T1900044953_TA20190006_bin.168_T1900044953_TA20190006_bin.168_contig_000168,ranthipeptide,RiPPs
T1900044953_TA20190006_bin.168.fa.c00213_T190004...region001, T1900044953_TA20190006_bin.168_T1900044953_TA20190006_bin.168_contig_000213,RRE-containing,RiPPs
T1900044953_TA20190006_bin.206.fa.c00051_T190004...region001, T1900044953_TA20190006_bin.206_T1900044953_TA20190006_bin.206_contig_000051,arylpolyene,Others
T1900044954_TA20190008_bin.189.fa.c00032_T190004...region001, T1900044954_TA20190008_bin.189_T1900044954_TA20190008_bin.189_contig_000032,RRE-containing,RiPPs
T1900044954_TA20190008_bin.189.fa.c00156_T190004...region001, T1900044954_TA20190008_bin.189_T1900044954_TA20190008_bin.189_contig_000156,terpene,Terpene
T1900044954_TA20190008_bin.189.fa.c00232_T190004...region001, T1900044954_TA20190008_bin.189_T1900044954_TA20190008_bin.189_contig_000232,NRPS-like,NRPS
T1900044954_TA20190008_bin.471.fa.c00042_T190004...region001, T1900044954_TA20190008_bin.471_T1900044954_TA20190008_bin.471_contig_000042,NRPS,NRPS
T1900044954_TA20190008_bin.471.fa.c00128_T190004...region001, T1900044954_TA20190008_bin.471_T1900044954_TA20190008_bin.471_contig_000128,NRPS,NRPS
T1900044954_TA20190008_bin.471.fa.c00161_T190004...region001, T1900044954_TA20190008_bin.471_T1900044954_TA20190008_bin.471_contig_000161,NRPS,NRPS
T1900044955_TA20190009_bin.292.fa.c00136_T190004...region001, T1900044955_TA20190009_bin.292_T1900044955_TA20190009_bin.292_contig_000136,betalactone,Others
T1900044955_TA20190009_bin.292.fa.c00138_T190004...region001, T1900044955_TA20190009_bin.292_T1900044955_TA20190009_bin.292_contig_000138,arylpolyene,Others
T1900044955_TA20190009_bin.69.fa.c00001_T190004...region001, T1900044955_TA20190009_bin.69_T1900044955_TA20190009_bin.69_contig_000001,arylpolyene,Others
T1900044955_TA20190009_bin.69.fa.c00023_T190004...region001, T1900044955_TA20190009_bin.69_T1900044955_TA20190009_bin.69_contig_000023,arylpolyene,Others
T1900044955_TA20190009_bin.69.fa.c00026_T190004...region001, T1900044955_TA20190009_bin.69_T1900044955_TA20190009_bin.69_contig_000026,arylpolyene,Others
T1900044956_TA20190011_bin.108.fa.c00027_T190004...region001, T1900044956_TA20190011_bin.108_T1900044956_TA20190011_bin.108_contig_000027,NRPS,NRPS
T1900044956_TA20190011_bin.108.fa.c00051_T190004...region001, T1900044956_TA20190011_bin.108_T1900044956_TA20190011_bin.108_contig_000051,betalactone,Others
T1900044956_TA20190011_bin.244.fa.c00015_T190004...region001, T1900044956_TA20190011_bin.244_T1900044956_TA20190011_bin.244_contig_000015,terpene,Terpene
T1900044956_TA20190011_bin.244.fa.c00022_T190004...region001, T1900044956_TA20190011_bin.244_T1900044956_TA20190011_bin.244_contig_000022,RRE-containing,RiPPs
T1900044957_TA20190013_bin.139.fa.c00083_T190004...region001, T1900044957_TA20190013_bin.139_T1900044957_TA20190013_bin.139_contig_000083,arylpolyene,Others
T1900044957_TA20190013_bin.231.fa.c00014_T190004...region001, T1900044957_TA20190013_bin.231_T1900044957_TA20190013_bin.231_contig_000014,NRPS,NRPS
T1900044957_TA20190013_bin.231.fa.c00036_T190004...region001, T1900044957_TA20190013_bin.231_T1900044957_TA20190013_bin.231_contig_000036,RRE-containing,RiPPs
T1900044957_TA20190013_bin.231.fa.c00037_T190004...region001, T1900044957_TA20190013_bin.231_T1900044957_TA20190013_bin.231_contig_000037,betalactone,Others
T1900044957_TA20190013_bin.285.fa.c00166_T190004...region001, T1900044957_TA20190013_bin.285_T1900044957_TA20190013_bin.285_contig_000166,NRPS-like.betalactone,Others
T1900044957_TA20190013_bin.285.fa.c00208_T190004...region001, T1900044957_TA20190013_bin.285_T1900044957_TA20190013_bin.285_contig_000208,RRE-containing,RiPPs
T1900044958_TA20190014_bin.106.fa.c00008_T190004...region001, T1900044958_TA20190014_bin.106_T1900044958_TA20190014_bin.106_contig_000008,RRE-containing,RiPPs
T1900044958_TA20190014_bin.106.fa.c00029_T190004...region001, T1900044958_TA20190014_bin.106_T1900044958_TA20190014_bin.106_contig_000029,arylpolyene,Others
T1900044958_TA20190014_bin.106.fa.c00057_T190004...region001, T1900044958_TA20190014_bin.106_T1900044958_TA20190014_bin.106_contig_000057,arylpolyene,Others
T1900044958_TA20190014_bin.106.fa.c00063_T190004...region001, T1900044958_TA20190014_bin.106_T1900044958_TA20190014_bin.106_contig_000063,arylpolyene,Others
T1900044958_TA20190014_bin.106.fa.c00075_T190004...region001, T1900044958_TA20190014_bin.106_T1900044958_TA20190014_bin.106_contig_000075,arylpolyene,Others
T1900044958_TA20190014_bin.143.fa.c00052_T190004...region001, T1900044958_TA20190014_bin.143_T1900044958_TA20190014_bin.143_contig_000052,RRE-containing,RiPPs
T1900044958_TA20190014_bin.165.fa.c00048_T190004...region001, T1900044958_TA20190014_bin.165_T1900044958_TA20190014_bin.165_contig_000048,ranthipeptide,RiPPs
T1900044958_TA20190014_bin.165.fa.c00054_T190004...region001, T1900044958_TA20190014_bin.165_T1900044958_TA20190014_bin.165_contig_000054,NRPS-like,NRPS
T1900044958_TA20190014_bin.165.fa.c00059_T190004...region001, T1900044958_TA20190014_bin.165_T1900044958_TA20190014_bin.165_contig_000059,lassopeptide,RiPPs
T1900044958_TA20190014_bin.165.fa.c00077_T190004...region001, T1900044958_TA20190014_bin.165_T1900044958_TA20190014_bin.165_contig_000077,RRE-containing,RiPPs
T1900044958_TA20190014_bin.283.fa.c00043_T190004...region001, T1900044958_TA20190014_bin.283_T1900044958_TA20190014_bin.283_contig_000043,arylpolyene,Others
T1900044958_TA20190014_bin.283.fa.c00047_T190004...region001, T1900044958_TA20190014_bin.283_T1900044958_TA20190014_bin.283_contig_000047,RRE-containing,RiPPs
T1900044958_TA20190014_bin.283.fa.c00056_T190004...region001, T1900044958_TA20190014_bin.283_T1900044958_TA20190014_bin.283_contig_000056,NRPS,NRPS
T1900044959_TA20190016_bin.202.fa.c00064_T190004...region001, T1900044959_TA20190016_bin.202_T1900044959_TA20190016_bin.202_contig_000064,RRE-containing,RiPPs
T1900044959_TA20190016_bin.202.fa.c00159_T190004...region001, T1900044959_TA20190016_bin.202_T1900044959_TA20190016_bin.202_contig_000159,RiPP-like,RiPPs
T1900044959_TA20190016_bin.234.fa.c00041_T190004...region001, T1900044959_TA20190016_bin.234_T1900044959_TA20190016_bin.234_contig_000041,ranthipeptide,RiPPs
T1900044959_TA20190016_bin.269.fa.c00020_T190004...region001, T1900044959_TA20190016_bin.269_T1900044959_TA20190016_bin.269_contig_000020,RRE-containing,RiPPs
T1900044959_TA20190016_bin.269.fa.c00031_T190004...region001, T1900044959_TA20190016_bin.269_T1900044959_TA20190016_bin.269_contig_000031,arylpolyene,Others
T1900044959_TA20190016_bin.269.fa.c00123_T190004...region001, T1900044959_TA20190016_bin.269_T1900044959_TA20190016_bin.269_contig_000123,NRPS-like,NRPS
T1900044959_TA20190016_bin.269.fa.c00161_T190004...region001, T1900044959_TA20190016_bin.269_T1900044959_TA20190016_bin.269_contig_000161,arylpolyene,Others
T1900044959_TA20190016_bin.97.fa.c00027_T190004...region001, T1900044959_TA20190016_bin.97_T1900044959_TA20190016_bin.97_contig_000027,arylpolyene,Others
T1900044959_TA20190016_bin.97.fa.c00036_T190004...region001, T1900044959_TA20190016_bin.97_T1900044959_TA20190016_bin.97_contig_000036,RRE-containing,RiPPs
T1900044960_TA20190018_bin.77.fa.c00024_T190004...region001, T1900044960_TA20190018_bin.77_T1900044960_TA20190018_bin.77_contig_000024,arylpolyene,Others
T1900044960_TA20190018_bin.77.fa.c00059_T190004...region001, T1900044960_TA20190018_bin.77_T1900044960_TA20190018_bin.77_contig_000059,NRPS-like,NRPS
T1900044960_TA20190018_bin.77.fa.c00070_T190004...region001, T1900044960_TA20190018_bin.77_T1900044960_TA20190018_bin.77_contig_000070,arylpolyene,Others
T1900044960_TA20190018_bin.77.fa.c00134_T190004...region001, T1900044960_TA20190018_bin.77_T1900044960_TA20190018_bin.77_contig_000134,RRE-containing,RiPPs
T1900044960_TA20190018_bin.77.fa.c00136_T190004...region001, T1900044960_TA20190018_bin.77_T1900044960_TA20190018_bin.77_contig_000136,terpene,Terpene
T1900044961_TA20190021_bin.248.fa.c00002_T190004...region001, T1900044961_TA20190021_bin.248_T1900044961_TA20190021_bin.248_contig_000002,RRE-containing,RiPPs
T1900044961_TA20190021_bin.248.fa.c00063_T190004...region001, T1900044961_TA20190021_bin.248_T1900044961_TA20190021_bin.248_contig_000063,NRPS,NRPS
T1900044961_TA20190021_bin.248.fa.c00100_T190004...region001, T1900044961_TA20190021_bin.248_T1900044961_TA20190021_bin.248_contig_000100,NRPS-like,NRPS
T1900044961_TA20190021_bin.63.fa.c00148_T190004...region001, T1900044961_TA20190021_bin.63_T1900044961_TA20190021_bin.63_contig_000148,NRPS,NRPS
T1900044961_TA20190021_bin.63.fa.c00149_T190004...region001, T1900044961_TA20190021_bin.63_T1900044961_TA20190021_bin.63_contig_000149,NRPS-like,NRPS
T1900044961_TA20190021_bin.63.fa.c00161_T190004...region001, T1900044961_TA20190021_bin.63_T1900044961_TA20190021_bin.63_contig_000161,NRPS,NRPS
T1900044961_TA20190021_bin.63.fa.c00171_T190004...region001, T1900044961_TA20190021_bin.63_T1900044961_TA20190021_bin.63_contig_000171,NRPS-like,NRPS
T1900044962_TA20190024_bin.178.fa.c00018_T190004...region001, T1900044962_TA20190024_bin.178_T1900044962_TA20190024_bin.178_contig_000018,RRE-containing,RiPPs
T1900044962_TA20190024_bin.178.fa.c00026_T190004...region001, T1900044962_TA20190024_bin.178_T1900044962_TA20190024_bin.178_contig_000026,betalactone,Others
T1900044962_TA20190024_bin.270.fa.c00010_T190004...region001, T1900044962_TA20190024_bin.270_T1900044962_TA20190024_bin.270_contig_000010,RRE-containing,RiPPs
T1900044962_TA20190024_bin.270.fa.c00034_T190004...region001, T1900044962_TA20190024_bin.270_T1900044962_TA20190024_bin.270_contig_000034,RRE-containing,RiPPs
T1900044962_TA20190024_bin.270.fa.c00065_T190004...region001, T1900044962_TA20190024_bin.270_T1900044962_TA20190024_bin.270_contig_000065,cyclic-lactone-autoinducer,RiPPs
T1900044962_TA20190024_bin.49.fa.c00007_T190004...region001, T1900044962_TA20190024_bin.49_T1900044962_TA20190024_bin.49_contig_000007,T3PKS,PKSother
T1900044962_TA20190024_bin.49.fa.c00035_T190004...region001, T1900044962_TA20190024_bin.49_T1900044962_TA20190024_bin.49_contig_000035,terpene,Terpene
T1900044962_TA20190024_bin.49.fa.c00039_T190004...region001, T1900044962_TA20190024_bin.49_T1900044962_TA20190024_bin.49_contig_000039,terpene,Terpene
T1900044962_TA20190024_bin.49.fa.c00040_T190004...region001, T1900044962_TA20190024_bin.49_T1900044962_TA20190024_bin.49_contig_000040,betalactone,Others
T1900044962_TA20190024_bin.87.fa.c00048_T190004...region001, T1900044962_TA20190024_bin.87_T1900044962_TA20190024_bin.87_contig_000048,NRPS,NRPS
T1900044965_TA20190027_bin.112.fa.c00049_T190004...region001, T1900044965_TA20190027_bin.112_T1900044965_TA20190027_bin.112_contig_000049,RRE-containing,RiPPs
T1900044965_TA20190027_bin.112.fa.c00077_T190004...region001, T1900044965_TA20190027_bin.112_T1900044965_TA20190027_bin.112_contig_000077,NRPS,NRPS
T1900044965_TA20190027_bin.128.fa.c00153_T190004...region001, T1900044965_TA20190027_bin.128_T1900044965_TA20190027_bin.128_contig_000153,T3PKS,PKSother
T1900044965_TA20190027_bin.128.fa.c00173_T190004...region001, T1900044965_TA20190027_bin.128_T1900044965_TA20190027_bin.128_contig_000173,terpene,Terpene
T1900044965_TA20190027_bin.166.fa.c00183_T190004...region001, T1900044965_TA20190027_bin.166_T1900044965_TA20190027_bin.166_contig_000183,NRPS,NRPS
T1900044965_TA20190027_bin.166.fa.c00222_T190004...region001, T1900044965_TA20190027_bin.166_T1900044965_TA20190027_bin.166_contig_000222,LAP,RiPPs
T1900044965_TA20190027_bin.166.fa.c00386_T190004...region001, T1900044965_TA20190027_bin.166_T1900044965_TA20190027_bin.166_contig_000386,terpene,Terpene
T1900044965_TA20190027_bin.166.fa.c00558_T190004...region001, T1900044965_TA20190027_bin.166_T1900044965_TA20190027_bin.166_contig_000558,T3PKS,PKSother
T1900044965_TA20190027_bin.36.fa.c00029_T190004...region001, T1900044965_TA20190027_bin.36_T1900044965_TA20190027_bin.36_contig_000029,ranthipeptide,RiPPs
T1900044965_TA20190027_bin.36.fa.c00242_T190004...region001, T1900044965_TA20190027_bin.36_T1900044965_TA20190027_bin.36_contig_000242,RRE-containing,RiPPs
T1900044966_TA20190028_bin.15.fa.c00001_T190004...region001, T1900044966_TA20190028_bin.15_T1900044966_TA20190028_bin.15_contig_000001,RiPP-like,RiPPs
T1900044966_TA20190028_bin.15.fa.c00005_T190004...region001, T1900044966_TA20190028_bin.15_T1900044966_TA20190028_bin.15_contig_000005,RRE-containing,RiPPs
T1900044966_TA20190028_bin.15.fa.c00143_T190004...region001, T1900044966_TA20190028_bin.15_T1900044966_TA20190028_bin.15_contig_000143,ranthipeptide,RiPPs
T1900044966_TA20190028_bin.15.fa.c00149_T190004...region001, T1900044966_TA20190028_bin.15_T1900044966_TA20190028_bin.15_contig_000149,RRE-containing,RiPPs
