SGB_ID,SGBs,completeness,contamination,length,N50,taxonomy,Quality,MAGs_in_SGB
SGB_10023,TP20200812-DBC45_DT2009055268-1.MAGScoT_cleanbin_000029.fa,95.36,3.3,2722959,66679,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG806;s__,High,3
SGB_10024,TP20200812-DBC45_DT2009055268-1.MAGScoT_cleanbin_000031.fa,71.54,0,1299457,103494,d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-465;g__UMGS1649;s__,Medium,13
SGB_10025,TP20200812-DBC45_DT2009055268-1.MAGScoT_cleanbin_000038.fa,97.92,0,2513503,49773,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__RGIG4079;s__RGIG4079 sp015060975,High,90
SGB_10026,TP20200812-DBC45_DT2009055268-1.MAGScoT_cleanbin_000040.fa,92.54,2.7,2968366,16259,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__SIG78;s__,High,8
SGB_10027,TP20200812-DBC45_DT2009055268-1.MAGScoT_cleanbin_000062.fa,94.02,1.03,1676266,82482,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,High,6
SGB_10028,TP20200812-DBC45_DT2009055268-1.MAGScoT_cleanbin_000079.fa,63.46,1.05,915183,19077,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__,Medium,3
SGB_10029,TP20200812-DBC46_DT2009055269-1_bin.115.fa,81.71,1.36,2014896,6049,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1865;s__,Medium,4
SGB_1003,T1900044629_TS20190095.MAGScoT_cleanbin_000055.fa,87.24,1.4,1644632,20158,d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1212;f__UBA1255;g__Egerieisoma;s__Egerieisoma sp015069165,Medium,2
SGB_10030,TP20200812-DBC46_DT2009055269-1_bin.141.fa,93.79,0,1909679,51743,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__,High,21
SGB_10031,TP20200812-DBC46_DT2009055269-1_bin.262.fa,77.63,4.03,1354488,11681,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__SIG578;s__,Medium,2
SGB_10032,TP20200812-DBC46_DT2009055269-1.MAGScoT_cleanbin_000011.fa,95.41,0.47,1982198,32119,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__RGIG995;s__,High,6
SGB_10033,TP20200812-DBC46_DT2009055269-1.MAGScoT_cleanbin_000019.fa,96.2,0,1769473,44809,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-448;s__,High,55
SGB_10034,TP20200812-DBC46_DT2009055269-1.MAGScoT_cleanbin_000031.fa,95.13,1.51,1779491,11878,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1484;s__,High,22
SGB_10035,TP20200812-DBC46_DT2009055269-1.MAGScoT_cleanbin_000037.fa,66.14,0.47,993847,27680,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__,Medium,2
SGB_10036,TP20200812-DBC46_DT2009055269-1.MAGScoT_cleanbin_000046.fa,93.64,0.89,1724335,52517,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__,High,5
SGB_10037,TP20200812-DBC46_DT2009055269-1.MAGScoT_cleanbin_000050.fa,95.47,2.01,1550828,33971,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__,High,4
SGB_10038,TP20200812-DBC46_DT2009055269-1.MAGScoT_cleanbin_000060.fa,85.12,3.69,2107681,25581,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__,Medium,2
SGB_10039,TP20200812-DBC46_DT2009055269-1.MAGScoT_cleanbin_000062.fa,86.93,1.68,1715094,14959,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1752;s__,Medium,4
SGB_1004,T1900044629_TS20190095.MAGScoT_cleanbin_000065.fa,85.97,0.67,1864644,39968,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-272;s__,Medium,3
SGB_10040,TP20200812-DBC46_DT2009055269-1.MAGScoT_cleanbin_000066.fa,91.02,4.42,1799358,25513,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__HGM12713;s__,High,2
SGB_10041,TP20200812-DBC47_DT2009055270-1_bin.134.fa,94.85,2.24,1851814,13009,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__;s__,High,9
SGB_10042,TP20200812-DBC47_DT2009055270-1_bin.140.fa,95.16,1.61,1972511,113599,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Scatosoma;s__,High,8
SGB_10043,TP20200812-DBC47_DT2009055270-1_bin.166.fa,87.61,3.75,2118203,16852,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,Medium,3
SGB_10044,TP20200812-DBC47_DT2009055270-1_bin.308.fa,89.71,0.69,1860265,31035,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RGIG8775;s__,Medium,5
SGB_10045,TP20200812-DBC47_DT2009055270-1_bin.329.fa,78.64,2.68,1659150,5032,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UBA4644;s__,Medium,4
SGB_10046,TP20200812-DBC47_DT2009055270-1_bin.63.fa,78.12,1.99,1628738,20111,d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__Scatovivens;s__,Medium,19
SGB_10047,TP20200812-DBC47_DT2009055270-1_bin.64.fa,95.25,0.34,2140172,12539,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__SIG644;s__,High,46
SGB_10048,TP20200812-DBC47_DT2009055270-1.MAGScoT_cleanbin_000004.fa,93.83,1.12,2049603,74683,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__HGM04593;s__,High,6
SGB_10049,TP20200812-DBC47_DT2009055270-1.MAGScoT_cleanbin_000006.fa,85.37,0.6,1416531,46844,d__Bacteria;p__Bacillota_B;c__Dehalobacteriia;o__UBA4068;f__UBA5755;g__Avidehalobacter;s__,Medium,42
SGB_1005,T1900044629_TS20190095.MAGScoT_cleanbin_000075.fa,92.31,0.77,1402443,40107,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,High,4
SGB_10050,TP20200812-DBC47_DT2009055270-1.MAGScoT_cleanbin_000014.fa,96.88,0,1850769,50137,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp015059865,High,100
SGB_10051,TP20200812-DBC47_DT2009055270-1.MAGScoT_cleanbin_000017.fa,98.32,0.12,2339443,54912,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp017465605,High,191
SGB_10052,TP20200812-DBC47_DT2009055270-1.MAGScoT_cleanbin_000018.fa,97.46,2.02,2529066,138219,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SIG332;s__,High,31
SGB_10053,TP20200812-DBC47_DT2009055270-1.MAGScoT_cleanbin_000020.fa,92.94,0.81,1458030,176767,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__,High,29
SGB_10054,TP20200812-DBC47_DT2009055270-1.MAGScoT_cleanbin_000024.fa,96.66,0,2446712,203771,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1081;s__,High,5
SGB_10055,TP20200812-DBC47_DT2009055270-1.MAGScoT_cleanbin_000036.fa,94.81,1.36,1875582,47639,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__HGM12713;s__,High,2
SGB_10056,TP20200812-DBC47_DT2009055270-1.MAGScoT_cleanbin_000048.fa,94.51,1.01,2139466,46204,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__,High,8
SGB_10057,TP20200812-DBC47_DT2009055270-1.MAGScoT_cleanbin_000054.fa,92.72,1.14,1995678,21115,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__,High,14
SGB_10058,TP20200812-DBC47_DT2009055270-1.MAGScoT_cleanbin_000063.fa,94.73,3.96,2538810,24869,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,High,2
SGB_10059,TP20200812-DBC47_DT2009055270-1.MAGScoT_cleanbin_000071.fa,86.44,0.34,1853115,28326,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1752;s__,Medium,2
SGB_1006,T1900044629_TS20190095.MAGScoT_cleanbin_000093.fa,87.8,0,1999710,40250,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__,Medium,13
SGB_10060,TP20200812-DBC47_DT2009055270-1.MAGScoT_cleanbin_000073.fa,72.44,0,1205520,4546,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-314;g__RGIG5495;s__,Medium,2
SGB_10061,TP20200812-DBC48_DT2009055271-1_bin.110.fa,95.25,0.39,1882448,18463,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__RGIG995;s__,High,12
SGB_10062,TP20200812-DBC48_DT2009055271-1_bin.13.fa,91.96,0.07,1713949,36101,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Scatosoma;s__,High,18
SGB_10063,TP20200812-DBC48_DT2009055271-1_bin.159.fa,94.71,0.84,1681276,23885,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG11462;s__,High,5
SGB_10064,TP20200812-DBC48_DT2009055271-1_bin.176.fa,98.43,0.2,2174477,40311,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1865;s__,High,16
SGB_10065,TP20200812-DBC48_DT2009055271-1_bin.17.fa,95.93,3.9,3040923,43956,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__HGM12587;s__,High,3
SGB_10066,TP20200812-DBC48_DT2009055271-1_bin.180.fa,86.41,1.76,1525523,9870,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1752;s__,Medium,6
SGB_10067,TP20200812-DBC48_DT2009055271-1_bin.21.fa,87.9,0.13,1150247,21175,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__,Medium,4
SGB_10068,TP20200812-DBC48_DT2009055271-1_bin.246.fa,92.56,0.89,1899403,17682,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAKSEI01;s__,High,4
SGB_10069,TP20200812-DBC48_DT2009055271-1_bin.282.fa,96.38,1.92,2168877,19453,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__SIG655;s__,High,5
SGB_1007,T1900044630_TS20190096_bin.103.fa,92.81,0.67,1973325,30379,d__Bacteria;p__Bacillota_A;c__Clostridia;o__UMGS1810;f__UMGS1810;g__RGIG8748;s__,High,3
SGB_10070,TP20200812-DBC48_DT2009055271-1_bin.2.fa,92.79,0,1490068,32734,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__,High,22
SGB_10071,TP20200812-DBC48_DT2009055271-1_bin.314.fa,97.1,4.04,2832253,165596,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__,High,14
SGB_10072,TP20200812-DBC48_DT2009055271-1_bin.317.fa,95.53,0.82,1759769,38442,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__,High,8
SGB_10073,TP20200812-DBC48_DT2009055271-1_bin.323.fa,95.48,1.45,2047905,25807,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS731;s__,High,24
SGB_10074,TP20200812-DBC48_DT2009055271-1_bin.352.fa,96.57,3.49,1907925,43387,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,High,4
SGB_10075,TP20200812-DBC48_DT2009055271-1_bin.395.fa,96.74,1.77,1914615,41812,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RGIG2000;s__,High,25
SGB_10076,TP20200812-DBC48_DT2009055271-1_bin.422.fa,95.67,1.02,1954061,21482,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,High,11
SGB_10077,TP20200812-DBC48_DT2009055271-1_bin.423.fa,86.42,0.48,2028486,106861,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__,Medium,10
SGB_10078,TP20200812-DBC48_DT2009055271-1_bin.439.fa,93.6,2.19,1700804,35530,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,High,6
SGB_10079,TP20200812-DBC48_DT2009055271-1_bin.46.fa,94.82,0,2017279,64789,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Scatosoma;s__,High,11
SGB_1008,T1900044630_TS20190096_bin.142.fa,91.23,6.06,1584824,61108,d__Bacteria;p__Bacillota_A;c__Clostridia;o__UMGS1810;f__UMGS1810;g__RGIG8748;s__,Medium,2
SGB_10080,TP20200812-DBC48_DT2009055271-1_bin.78.fa,91.42,0.84,1836227,13560,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__HGM12713;s__,High,4
SGB_10081,TP20200812-DBC48_DT2009055271-1_bin.92.fa,91.42,1.25,1891749,10576,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__,High,4
SGB_10082,TP20200812-DBC48_DT2009055271-1.MAGScoT_cleanbin_000007.fa,96.4,1.63,2634047,43185,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__SIG644;s__,High,7
SGB_10083,TP20200812-DBC48_DT2009055271-1.MAGScoT_cleanbin_000008.fa,95.97,3.01,2015655,55641,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__,High,4
SGB_10084,TP20200812-DBC48_DT2009055271-1.MAGScoT_cleanbin_000013.fa,96.76,2.32,2087263,52782,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RGIG7114;s__,High,37
SGB_10085,TP20200812-DBC48_DT2009055271-1.MAGScoT_cleanbin_000018.fa,96.48,1.68,1691850,94975,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG11462;s__,High,5
SGB_10086,TP20200812-DBC48_DT2009055271-1.MAGScoT_cleanbin_000023.fa,97.49,3.02,2971163,66493,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RUG11130;s__,High,2
SGB_10087,TP20200812-DBC48_DT2009055271-1.MAGScoT_cleanbin_000024.fa,94.63,0.67,1605283,57396,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__,High,4
SGB_10088,TP20200812-DBC48_DT2009055271-1.MAGScoT_cleanbin_000025.fa,93.41,1.7,1388605,14707,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RGIG3566;s__,High,4
SGB_10089,TP20200812-DBC48_DT2009055271-1.MAGScoT_cleanbin_000029.fa,95.56,0,1778100,40743,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__;s__,High,7
SGB_1009,T1900044630_TS20190096_bin.151.fa,94.26,0.95,1578309,23690,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__,High,6
SGB_10090,TP20200812-DBC48_DT2009055271-1.MAGScoT_cleanbin_000032.fa,92.7,0.67,1353220,26633,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__SIG565;s__,High,8
SGB_10091,TP20200812-DBC48_DT2009055271-1.MAGScoT_cleanbin_000036.fa,94.38,0.02,1892419,32664,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__,High,14
SGB_10092,TP20200812-DBC48_DT2009055271-1.MAGScoT_cleanbin_000037.fa,96.37,0,1729989,133247,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__UBA10677;s__,High,12
SGB_10093,TP20200812-DBC48_DT2009055271-1.MAGScoT_cleanbin_000082.fa,95.23,4.36,2357266,27433,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,High,2
SGB_10094,TP20200812-DBC48_DT2009055271-1.MAGScoT_cleanbin_000092.fa,93.56,4.92,3097612,29275,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__,High,2
SGB_10095,TP20200812-DBC48_DT2009055271-1.MAGScoT_cleanbin_000110.fa,85.64,4.19,1250668,9315,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA5905;s__,Medium,4
SGB_10096,TP20200812-DBC48_DT2009055271-1.MAGScoT_cleanbin_000140.fa,70.08,1.69,2090094,40577,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__,Medium,3
SGB_10097,TP20200812-DBC49_DT2009055272-1_bin.122.fa,95.15,1.34,1763351,31927,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__,High,3
SGB_10098,TP20200812-DBC49_DT2009055272-1_bin.14.fa,83.31,2.22,1604087,11833,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__,Medium,3
SGB_10099,TP20200812-DBC49_DT2009055272-1_bin.188.fa,94.8,1.08,1692402,23673,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Scatosoma;s__,High,3
SGB_101,T1900044544_TS20190010.MAGScoT_cleanbin_000019.fa,88.48,2.18,2362558,52702,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__UBA1067;s__,Medium,8
SGB_1010,T1900044630_TS20190096_bin.155.fa,94.84,1.9,2540088,16336,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3855;s__,High,4
SGB_10100,TP20200812-DBC49_DT2009055272-1_bin.241.fa,98.39,1.41,2669502,56266,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__CAKUFA01;s__,High,2
SGB_10101,TP20200812-DBC49_DT2009055272-1_bin.276.fa,82.1,1.87,1650160,28239,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,Medium,4
SGB_10102,TP20200812-DBC49_DT2009055272-1_bin.298.fa,91.7,0,1809172,45330,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__,High,51
